"Artikel-Nr.";"Ean";"Name";"Verkaufte Menge";"Umsatz Brutto";"Tags";"Lieferant";"Hersteller";"Herstellernummer"
"17008";"8992735210118";"BAMBOE, Balinesische Gewuerze, 49 g";"108";"123,34";"";" ";"BAMBOE ";""
"";"null";"null";"48";"123,32";"";" ";"null";"null"
"";"null";"null";"77";"123,20";"";" ";"null";"null"
"29023";"8715266000061";"UDANG MAS, Bunte Palembang Fischchips , 65 g";"58";"122,80";"";" ";"UDANG MAS";""
"";"null";"null";"103";"122,57";"";" ";"null";"null"
"";"null";"null";"31";"122,40";"";" ";"null";"null"
"";"null";"null";"35";"122,15";"";" ";"null";"null"
"";"null";"null";"35";"122,15";"";" ";"null";"null"
"";"null";"null";"42";"121,72";"";" ";"null";"null"
"";"null";"null";"71";"121,38";"";" ";"null";"null"
"";"null";"null";"48";"121,34";"";" ";"null";"null"
"32151";"816387000140";"ECUADOR TROPICAL GOURMET, Plantain Chips süß, 85 g";"123";"120,98";"";" ";"ECUADOR TROPICAL GOURMET";""
"";"null";"null";"45";"120,78";"";" ";"null";"null"
"33022";"022392576154";"MONIKA, Palmfruecht gezuekert, 340 g";"49";"120,39";"";" ";"MONIKA";""
"";"null";"null";"48";"120,00";"";" ";"null";"null"
"54022";"8993371100528";"INTRA, Ingwer-Milch, 5x26 g";"48";"120,00";"";" ";"INTRA";""
"35046";"8997220180136";"SWALLOW GLOBE, Agar-Agar Pulver Grünefarbe, 7 g";"80";"119,63";"";" ";"SWALLOW GLOBE";""
"";"null";"null";"121";"119,39";"";" ";"null";"null"
"";"null";"null";"16";"119,25";"";" ";"null";"null"
"";"null";"null";"16";"119,25";"";" ";"null";"null"
"";"null";"null";"36";"118,20";"";" ";"null";"null"
"17018";"8992735248180";"BAMBOE, süß saure vegetarische Suppe (Sayur Asem) Würzpaste, 60 g";"103";"117,80";"";" ";"BAMBOE ";""
"13000";"8710853062057";"CAP BOENGA, Mungbohnenmehl Hun Kwe, 120 g";"43";"117,67";"";" ";"CAP BOENGA";""
"";"null";"null";"59";"117,41";"";" ";"null";"null"
"21006";"8993440140004";"Cap Ibu, Chilipaste (Sambal) Balado, 240 g";"33";"117,25";"";" ";"CAP IBU";""
"35087";"8992933214116";"NUTRIJELL, Jellypulver mit Hönigmelone-Geschmack, 15 g";"117";"116,78";"";" ";"Nutrijell";""
"";"null";"null";"10";"116,69";"";" ";"null";"null"
"";"null";"null";"298";"116,22";"";" ";"null";"null"
"";"null";"null";"10";"116,00";"";" ";"null";"null"
"14786";"";"FINNA, Emping Melindjo, 1kg";"14";"115,97";"";" ";"FINNA";""
"";"null";"null";"63";"115,85";"";" ";"null";"null"
"";"null";"null";"33";"115,50";"";" ";"null";"null"
"";"null";"null";"102";"115,50";"";" ";"null";"null"
"";"null";"null";"103";"114,96";"";" ";"null";"null"
"21094";"8995899250334";"KOBE, BonCabe Ebi lv2, 50 g";"45";"114,50";"";" ";"KOBE";""
"";"null";"null";"52";"114,40";"";" ";"null";"null"
"";"null";"null";"100";"114,28";"";" ";"null";"null"
"";"null";"null";"33";"114,26";"";" ";"null";"null"
"";"null";"null";"29";"114,22";"";" ";"null";"null"
"";"null";"null";"101";"113,97";"";" ";"null";"null"
"70035";"70035";"N/A, Plastiktüte";"662";"113,52";"";" ";"N/A";""
"";"null";"null";"46";"113,49";"";" ";"null";"null"
"";"null";"null";"38";"113,40";"";" ";"null";"null"
"17022";"8992735210071";"BAMBOE, Rindersuppe Gewuerze (Soto Daging Madura), 40 g";"99";"113,22";"";" ";"BAMBOE ";""
"";"null";"null";"49";"113,13";"";" ";"null";"null"
"";"null";"null";"290";"113,06";"";" ";"null";"null"
"56048";"8850389106990";"MOGU-MOGU, Kokosgeschmack, 1 L";"42";"112,71";"";" ";"MOGU-MOGU";""
"52006";"8716200085175";"LONGEVITY, Kondensmilch, 397 g";"57";"112,67";"";" ";"LONGEVITY";""
"12141";"089686043433";"INDOMIE, Gebratene Nudeln Hype Abis (Ayam Geprek), 85g";"190";"112,15";"";" ";"INDOMIE";""
"25006";"8888757103005";"OH AIK GUAN, Sesame Oil, 360 ml";"32";"111,65";"";" ";"OH AIK GUAN";""
"";"null";"null";"44";"111,31";"";" ";"null";"null"
"";"null";"null";"11";"111,30";"";" ";"null";"null"
"";"null";"null";"99";"111,27";"";" ";"null";"null"
"22002";"8714573014112";"ASLI, Sate Gewürze (Mild), 200 g";"56";"111,04";"";" ";"ASLI";""
"21077";"084909023049";"COCK BRAND, süße Chilisauce für Huhn,  650 ml";"39";"110,93";"";" ";"COCK BRAND";""
"";"null";"null";"93";"110,89";"";" ";"null";"null"
"";"null";"null";"46";"110,86";"";" ";"null";"null"
"";"null";"null";"173";"110,52";"";" ";"null";"null"
"";"null";"null";"55";"110,30";"";" ";"null";"null"
"";"null";"null";"282";"110,15";"";" ";"null";"null"
"54023";"8993371100627";"INTRA, Ingwer-Kaffeemilch, 5x28 g";"44";"110,00";"";" ";"INTRA";""
"";"null";"null";"59";"110,00";"";" ";"null";"null"
"";"null";"null";"19";"109,88";"";" ";"null";"null"
"21081";"8995899250327";"KOBE, BonCabe Sardellen lv3, 50 g";"44";"109,88";"";" ";"KOBE";""
"12142";"089686043297";"INDOMIE, Mie Goreng Sambal Matah, 85g";"186";"109,74";"";" ";"INDOMIE";""
"";"null";"null";"56";"109,65";"";" ";"null";"null"
"";"null";"null";"63";"109,50";"";" ";"null";"null"
"";"null";"null";"22";"109,28";"";" ";"null";"null"
"";"null";"null";"58";"109,24";"";" ";"null";"null"
"";"null";"null";"30";"109,22";"";" ";"null";"null"
"";"null";"null";"57";"109,15";"";" ";"null";"null"
"";"null";"null";"45";"109,08";"";" ";"null";"null"
"";"null";"null";"32";"108,94";"";" ";"null";"null"
"";"null";"null";"37";"108,87";"";" ";"null";"null"
"";"null";"null";"42";"108,82";"";" ";"null";"null"
"81000";"8993176110005";"CAP LANG, Medizinisches Öl, 24 ml";"26";"108,69";"";" ";"CAP LANG";""
"";"null";"null";"94";"107,98";"";" ";"null";"null"
"";"null";"null";"54";"107,46";"";" ";"null";"null"
"13259";"";"LUCULLUS,";"54";"107,46";"";" ";"LUCULLUS";""
"32135";"8995077609879";"DUA KELINCI, Kacang Atom Pedas, 150g";"54";"107,13";"";" ";"DUA KELINCI";""
"";"null";"null";"36";"107,04";"";" ";"null";"null"
"56039";"8850389113264";"MOGU-MOGU, Mangogeschmack, 320 ml";"89";"106,80";"";" ";"MOGU-MOGU";""
"";"null";"null";"45";"106,60";"";" ";"null";"null"
"";"null";"null";"39";"105,40";"";" ";"null";"null"
"";"null";"null";"30";"105,00";"";" ";"null";"null"
"";"null";"null";"35";"105,00";"";" ";"null";"null"
"";"null";"null";"42";"104,75";"";" ";"null";"null"
"";"null";"null";"50";"104,71";"";" ";"null";"null"
"42018";"42018";"Warung Bakso, Bumbu Kuah Bakso, 200g";"13";"104,38";"";" ";"Warung Bakso";""
"";"null";"null";"91";"103,89";"";" ";"null";"null"
"22008";"8710411043214";"PINDAKAAS, Erdnuss paste, 350 g";"42";"103,25";"";" ";"PINDAKAAS";""
"";"null";"null";"106";"103,02";"";" ";"null";"null"
"";"null";"null";"41";"102,50";"";" ";"null";"null"
"";"null";"null";"54";"102,16";"";" ";"null";"null"
"";"null";"null";"21";"102,11";"";" ";"null";"null"
"";"null";"null";"42";"101,84";"";" ";"null";"null"
"";"null";"null";"29";"101,50";"";" ";"null";"null"
"";"null";"null";"29";"101,50";"";" ";"null";"null"
"35013";"8992984820717";"KOEPOE-KOEPOE, Backsoda, 81 g";"61";"101,49";"";" ";"KOEPOE-KOEPOE";""
"";"null";"null";"55";"101,39";"";" ";"null";"null"
"";"null";"null";"51";"101,29";"";" ";"null";"null"
"35085";"8992984831744";"KOEPOE-KOEPOE, Aroma Pasta Pandan, 1000 ml";"9";"101,25";"";" ";"KOEPOE-KOEPOE";""
"";"null";"null";"67";"101,08";"";" ";"null";"null"
"";"null";"null";"32";"100,55";"";" ";"null";"null"
"";"null";"null";"48";"100,50";"";" ";"null";"null"
"31022";"8714384017548";"NIVO, Palm Zucker (Bar), 500g";"30";"100,22";"";" ";"";""
"";"null";"null";"84";"100,08";"";" ";"null";"null"
"";"null";"null";"20";"99,80";"";" ";"null";"null"
"14004";"8994899130110";"KOBE, Mehl für Kentucky Original, 150 g";"53";"99,79";"";" ";"KOBE";""
"";"null";"null";"50";"99,30";"";" ";"null";"null"
"";"null";"null";"28";"98,00";"";" ";"null";"null"
"";"null";"null";"28";"98,00";"";" ";"null";"null"
"70012";"8998007240012";"NESIA, Sapu Lidi";"28";"98,00";"";" ";"NESIA";""
"56040";"8850389103159";"MOGU-MOGU, Litchigeschmack, 320 ml";"82";"97,92";"";" ";"MOGU-MOGU";""
"";"null";"null";"108";"97,91";"";" ";"null";"null"
"";"null";"null";"33";"97,82";"";" ";"null";"null"
"";"null";"null";"37";"97,78";"";" ";"null";"null"
"17109";"8992735249750";"BAMBOE, gebratene Nudeln Würzpaste, 45g";"85";"97,77";"";" ";"BAMBOE ";""
"";"null";"null";"39";"97,50";"";" ";"null";"null"
"";"null";"null";"34";"97,39";"";" ";"null";"null"
"70045";"8927234887691";"NESIA, Tumpeng Backform, 15 cm";"14";"97,30";"";" ";"NESIA";""
"";"null";"null";"70";"97,29";"";" ";"null";"null"
"";"null";"null";"68";"97,20";"";" ";"null";"null"
"";"null";"null";"34";"96,88";"";" ";"null";"null"
"";"null";"null";"39";"96,73";"";" ";"null";"null"
"";"null";"null";"191";"96,63";"";" ";"null";"null"
"";"null";"null";"75";"96,49";"";" ";"null";"null"
"14459";"8994155110054";"CAP WAYANG, Nudelcracker, 250 g";"25";"96,32";"";" ";"CAP WAYANG";""
"";"null";"null";"81";"96,00";"";" ";"null";"null"
"";"null";"null";"28";"95,90";"";" ";"null";"null"
"";"null";"null";"37";"95,83";"";" ";"null";"null"
"";"null";"null";"24";"95,76";"";" ";"null";"null"
"";"null";"null";"25";"95,69";"";" ";"null";"null"
"";"null";"null";"24";"95,60";"";" ";"null";"null"
"";"null";"null";"51";"94,91";"";" ";"null";"null"
"18030";"9556092807726";"MALAFISH, gegrillte Trassie, 250 g";"39";"94,65";"";" ";"MALAFISH";""
"";"null";"null";"50";"94,50";"";" ";"null";"null"
"";"null";"null";"7";"94,50";"";" ";"null";"null"
"17118";"8993440141278";"NESIA, Schwarze Fleichsuppe Gewürz (Rawon), 240 g";"28";"94,25";"";" ";"NESIA";""
"";"null";"null";"10";"93,99";"";" ";"null";"null"
"20005";"8850367100019";"CHAOKOH, Kokosmilch, 250ml";"56";"93,71";"";" ";"CHAOKOH";""
"";"null";"null";"91";"93,66";"";" ";"null";"null"
"";"null";"null";"33";"93,30";"";" ";"null";"null"
"";"null";"null";"78";"92,82";"";" ";"null";"null"
"";"null";"null";"32";"92,48";"";" ";"null";"null"
"";"null";"null";"53";"92,22";"";" ";"null";"null"
"34006";"8997205040172";"SINA, Ingwer Bonbons, 40 g";"62";"91,97";"";" ";"SINA";""
"";"null";"null";"40";"91,63";"";" ";"null";"null"
"";"null";"null";"46";"91,54";"";" ";"null";"null"
"";"null";"null";"79";"90,73";"";" ";"null";"null"
"50004";"8992797450118";"KEPALA DJENGGOT, Jasmine Tee, 25x2g";"26";"90,65";"";" ";"KEPALA DJENGGOT";""
"";"null";"null";"7";"90,43";"";" ";"null";"null"
"31018";"8994048210021";"ADA RASA, Kokos Palm Zucker, 250 g";"33";"90,43";"";" ";"ADA RASA";""
"";"null";"null";"76";"90,42";"";" ";"null";"null"
"20014";"4792038061301";"RENUKA, Kokosraspeln, 500g";"24";"90,20";"";" ";"RENUKA";""
"";"null";"null";"30";"90,15";"";" ";"null";"null"
"";"null";"null";"76";"89,96";"";" ";"null";"null"
"";"null";"null";"31";"89,59";"";" ";"null";"null"
"";"null";"null";"35";"89,50";"";" ";"null";"null"
"";"null";"null";"90";"89,10";"";" ";"null";"null"
"36011";"6931309400380";"SWALLOW SAILING, Dessert Grass Jelly, 540 g";"49";"88,97";"";" ";"SWALLOW SAILING";""
"";"null";"null";"55";"88,87";"";" ";"null";"null"
"37009";"6253001500725";"MEDJOOL, Datteln 450g";"14";"88,08";"";" ";"";""
"";"null";"null";"38";"87,71";"";" ";"null";"null"
"";"null";"null";"25";"87,50";"";" ";"null";"null"
"";"null";"null";"875";"87,42";"";" ";"null";"null"
"";"null";"null";"29";"87,15";"";" ";"null";"null"
"";"null";"null";"76";"86,89";"";" ";"null";"null"
"";"null";"null";"89";"86,87";"";" ";"null";"null"
"";"null";"null";"78";"86,85";"";" ";"null";"null"
"";"null";"null";"39";"86,71";"";" ";"null";"null"
"";"null";"null";"57";"86,70";"";" ";"null";"null"
"";"null";"null";"75";"86,25";"";" ";"null";"null"
"";"null";"null";"20";"86,17";"";" ";"null";"null"
"";"null";"null";"72";"85,95";"";" ";"null";"null"
"21025";"8728200180033";"WIND MILL, Sambal Oelek, 750 g";"32";"85,74";"";" ";"WIND MILL";""
"21058";"8853662056005";"Flying Goose Brand, Sriracha Chillisauce, 200 ml";"43";"85,37";"";" ";"Flying Goose Brand";""
"";"null";"null";"35";"85,25";"";" ";"null";"null"
"";"null";"null";"45";"85,05";"";" ";"null";"null"
"";"null";"null";"30";"84,97";"";" ";"null";"null"
"";"null";"null";"46";"84,87";"";" ";"null";"null"
"";"null";"null";"34";"84,79";"";" ";"null";"null"
"35088";"8992933217117";"NUTRIJELL, Jellypulver mit Guava-Geschmack, 15 g";"85";"84,78";"";" ";"Nutrijell";""
"18033";"8995102703107";"MAMA SUKA, Rindfleischsoße, 100 g";"34";"84,50";"";" ";"ROYCO";""
"29010";"8715266000023";"UDANG MAS, Garnelen Cracker (Scharf), 80 g";"70";"84,16";"";" ";"UDANG MAS";""
"81020";"8993176110104";"CAP LANG, Minyak Urut GPU, 60 ml";"14";"84,00";"";" ";"CAP LANG";""
"";"null";"null";"24";"84,00";"";" ";"null";"null"
"";"null";"null";"3";"84,00";"";" ";"null";"null"
"";"null";"null";"82";"83,66";"";" ";"null";"null"
"";"null";"null";"31";"83,62";"";" ";"null";"null"
"";"null";"null";"30";"83,38";"";" ";"null";"null"
"11027";"8594186270019";"CHILLING COOKING, Schnellkochnudeln, 500 g";"44";"83,16";"";" ";"";""
"19010";"8715017990818";"MORJON, Sardinella in der Tomatensoße, 215 g";"44";"83,07";"";" ";"MORJON";""
"";"null";"null";"49";"82,64";"";" ";"null";"null"
"";"null";"null";"91";"82,57";"";" ";"null";"null"
"";"null";"null";"35";"82,50";"";" ";"null";"null"
"35067";"8927234887608";"NESIA, Biji Delima, 100 g";"63";"81,77";"";" ";"NESIA";""
"";"null";"null";"71";"81,65";"";" ";"null";"null"
"70029";"8927122886928";"Tampah 40cm, 250g";"9";"81,23";"";" ";"NESIA";""
"";"null";"null";"3";"81,20";"";" ";"null";"null"
"";"null";"null";"208";"81,08";"";" ";"null";"null"
"";"null";"null";"28";"80,92";"";" ";"null";"null"
"";"null";"null";"44";"80,84";"";" ";"null";"null"
"";"null";"null";"27";"80,73";"";" ";"null";"null"
"";"null";"null";"30";"80,70";"";" ";"null";"null"
"";"null";"null";"33";"80,67";"";" ";"null";"null"
"35031";"8992786100239";"PONDAN, Bolu Pandan Chiffon, 400 g";"23";"80,50";"";" ";"PONDAN";""
"";"null";"null";"27";"80,43";"";" ";"null";"null"
"";"null";"null";"43";"80,38";"";" ";"null";"null"
"";"null";"null";"25";"80,30";"";" ";"null";"null"
"15003";"8850521672215";"GOLDEN CHEF, Mung Bohnen 400g";"46";"80,28";"";" ";"GOLDEN CHEF";""
"";"null";"null";"70";"80,20";"";" ";"null";"null"
"12143";"8995899210185";"Bon Cabe, Gebratene Nudeln, 70 g";"103";"79,83";"";" ";"KOBE";""
"";"null";"null";"20";"79,80";"";" ";"null";"null"
"";"null";"null";"23";"79,80";"";" ";"null";"null"
"32149";"8927234887912";"NESIA, Tempe Chips, 100 g";"43";"79,55";"";" ";"NESIA";""
"";"null";"null";"25";"79,49";"";" ";"null";"null"
"56033";"648436301102";"Paldo, Aloe Vera Original Getränke, 500ml";"53";"79,42";"";" ";"Paldo";""
"";"null";"null";"42";"79,38";"";" ";"null";"null"
"";"null";"null";"42";"79,38";"";" ";"null";"null"
"";"null";"null";"69";"79,35";"";" ";"null";"null"
"";"null";"null";"12";"79,08";"";" ";"null";"null"
"16070";"8710853051907";"LUCULLUS, Kentjur gemahlen, 1 kg";"6";"79,01";"";" ";"LUCULLUS";""
"42014";"42014";"Warung Bakso, Bakso Telur Ayam, 340g";"8";"78,50";"";" ";"Warung Bakso";""
"28034";"8927122888243";"NESIA, Kroepoek Bawang Keong Mas, 250 g";"29";"78,30";"";" ";"NESIA";""
"12098";"8886350067908";"PRIMA TASTE, CHILLI CRAB La Mian, 160 g";"28";"78,12";"";" ";"PRIMA TASTE";""
"11011";"8717703638660";"LONGKOU, Glasnudeln Erbsen, 500 g";"29";"77,82";"";" ";"LONGKOU";""
"";"null";"null";"43";"77,61";"";" ";"null";"null"
"";"null";"null";"21";"77,49";"";" ";"null";"null"
"35041";"8927234887806";"NESIA, Ragi Tape Manis (Hefe), 100 g";"38";"77,22";"";" ";"NESIA";""
"";"null";"null";"34";"77,08";"";" ";"null";"null"
"";"null";"null";"36";"77,01";"";" ";"null";"null"
"14005";"8995899130216";"KOBE, Mehl für Knusperige Brathänchen Scharf, 150 g";"41";"76,73";"";" ";"KOBE";""
"24001";"8850038400073";"MAEKRUA, Austernsoße, 300 ml";"32";"76,60";"";" ";"MAEKRUA";""
"28096";"8992844145318";"BALAND, Tempe Chips 5x7cm, 500 g";"17";"76,50";"";" ";"BALANDBAMBU";""
"";"null";"null";"31";"76,50";"";" ";"null";"null"
"51058";"8997234000390";"IDN.CO, Indonesischer Spezialische Kaffee FINE ROBUSTA JAMBI, 200 g";"9";"76,41";"";" ";"";""
"";"null";"null";"44";"76,40";"";" ";"null";"null"
"";"null";"null";"195";"76,05";"";" ";"null";"null"
"12131";"8998866200325";"WINGSFOOD, Mie Sedaap Rasa Soto, 75g";"155";"75,95";"";" ";"";""
"56049";"8801069411255";"CHUPA CHUPS, Melone Geschmack, 345 ml";"51";"75,84";"";" ";"CHUPA CHUPS";""
"";"null";"null";"21";"75,84";"";" ";"null";"null"
"";"null";"null";"60";"75,71";"";" ";"null";"null"
"";"null";"null";"28";"75,32";"";" ";"null";"null"
"";"null";"null";"26";"75,14";"";" ";"null";"null"
"";"null";"null";"58";"75,09";"";" ";"null";"null"
"21070";"8995899251331";"KOBE, BonCabe Schrimp lv 2, 50 g";"30";"75,02";"";" ";"KOBE";""
"32177";"";"Ajwa Datten, 1 kg";"8";"75,00";"";" ";"";""
"70047";"8927234887509";"NESIA, Stein Kugel (Cobek), 15 cm";"5";"75,00";"";" ";"NESIA";""
"";"null";"null";"30";"75,00";"";" ";"null";"null"
"10006";"8852116710098";"BETTER, Thai Klebreis, 1 kg";"25";"74,98";"";" ";"BETTER";""
"";"null";"null";"63";"74,97";"";" ";"null";"null"
"";"null";"null";"65";"74,41";"";" ";"null";"null"
"";"null";"null";"65";"74,29";"";" ";"null";"null"
"";"null";"null";"26";"74,27";"";" ";"null";"null"
"";"null";"null";"84";"74,25";"";" ";"null";"null"
"";"null";"null";"42";"74,00";"";" ";"null";"null"
"";"null";"null";"50";"73,99";"";" ";"null";"null"
"21097";"8993440100091";"NESIA, Chilipaste (PEMUDA) Mild, 230 g";"23";"73,75";"";" ";"NESIA";""
"";"null";"null";"64";"73,60";"";" ";"null";"null"
"";"null";"null";"49";"73,50";"";" ";"null";"null"
"";"null";"null";"43";"73,32";"";" ";"null";"null"
"";"null";"null";"43";"73,27";"";" ";"null";"null"
"";"null";"null";"108";"73,00";"";" ";"null";"null"
"";"null";"null";"26";"72,96";"";" ";"null";"null"
"";"null";"null";"74";"72,67";"";" ";"null";"null"
"";"null";"null";"30";"72,63";"";" ";"null";"null"
"";"null";"null";"186";"72,54";"";" ";"null";"null"
"35030";"8992786200441";"PONDAN, Martabak Manis Mix, 400 g";"24";"72,50";"";" ";"PONDAN";""
"21098";"8992984910654";"DUA BELIBIS, Terasi Chili Paste (Sachet), 10 x 15 g";"29";"72,50";"";" ";"DUA BELIBIS";""
"11024";"8717703631678";"SPRING HAPPINESS, Schnellkochnudeln, 500 g";"48";"72,39";"";" ";"SPRING HAPPINESS";""
"";"null";"null";"25";"72,25";"";" ";"null";"null"
"";"null";"null";"25";"72,25";"";" ";"null";"null"
"17126";"8994196700351";"MUNIK, Hähnchensuppe Gewürze, 70 g";"16";"72,00";"";" ";"";""
"";"null";"null";"55";"71,91";"";" ";"null";"null"
"";"null";"null";"38";"71,82";"";" ";"null";"null"
"";"null";"null";"22";"71,73";"";" ";"null";"null"
"";"null";"null";"38";"71,64";"";" ";"null";"null"
"";"null";"null";"59";"71,64";"";" ";"null";"null"
"";"null";"null";"63";"71,59";"";" ";"null";"null"
"13011";"8728200404146";"WIND MILL, reismehl, 400 g";"48";"71,55";"";" ";"WIND MILL";""
"";"null";"null";"60";"71,40";"";" ";"null";"null"
"";"null";"null";"40";"71,25";"";" ";"null";"null"
"";"null";"null";"55";"70,95";"";" ";"null";"null"
"";"null";"null";"16";"70,65";"";" ";"null";"null"
"";"null";"null";"141";"70,50";"";" ";"null";"null"
"";"null";"null";"24";"70,50";"";" ";"null";"null"
"";"null";"null";"59";"70,44";"";" ";"null";"null"
"17119";"8993440140363";"CAP IBU, Laksa Gewürze, 230 g";"20";"70,31";"";" ";"CAP IBU";""
"";"null";"null";"62";"70,10";"";" ";"null";"null"
"35080";"8992933243116";"NUTRIJELL, Jellypulver mit Kokos-Geschmack, 15 g";"71";"70,10";"";" ";"Nutrijell";""
"70019";"8997010490087";"ORCHID, Dampfpfanne, 30 cm";"3";"70,00";"";" ";"ORCHID";""
"56051";"8801069402451";"CHUPA CHUPS, Erdbeere Geschmack, 345 ml";"47";"69,88";"";" ";"CHUPA CHUPS";""
"";"null";"null";"67";"69,73";"";" ";"null";"null"
"";"null";"null";"35";"69,65";"";" ";"null";"null"
"";"null";"null";"58";"69,60";"";" ";"null";"null"
"";"null";"null";"25";"69,59";"";" ";"null";"null"
"33002";"9556437002403";"COCON, Pudding Mix, 6x80 g";"35";"69,55";"";" ";"COCON";""
"";"null";"null";"35";"69,45";"";" ";"null";"null"
"";"null";"null";"37";"69,19";"";" ";"null";"null"
"";"null";"null";"37";"69,08";"";" ";"null";"null"
"";"null";"null";"60";"69,00";"";" ";"null";"null"
"";"null";"null";"58";"68,80";"";" ";"null";"null"
"";"null";"null";"46";"68,70";"";" ";"null";"null"
"";"null";"null";"47";"68,41";"";" ";"null";"null"
"";"null";"null";"39";"68,25";"";" ";"null";"null"
"";"null";"null";"2";"68,00";"";" ";"null";"null"
"";"null";"null";"19";"67,97";"";" ";"null";"null"
"";"null";"null";"20";"67,90";"";" ";"null";"null"
"";"null";"null";"59";"67,85";"";" ";"null";"null"
"";"null";"null";"45";"67,50";"";" ";"null";"null"
"";"null";"null";"9";"67,50";"";" ";"null";"null"
"";"null";"null";"45";"67,50";"";" ";"null";"null"
"15011";"8717703613858";"GOLDEN TURTEL, Erdnüsse mit Haut, 500 g";"23";"67,42";"";" ";"GOLDEN TURTLE";""
"15004";"8717703613834";"Golden Turtle, Erdnüsse geschält mit Haut, 1kg";"15";"67,42";"";" ";"GOLDEN TURTLE";""
"";"null";"null";"27";"67,25";"";" ";"null";"null"
"";"null";"null";"69";"67,19";"";" ";"null";"null"
"";"null";"null";"21";"66,99";"";" ";"null";"null"
"56053";"8850389113219";"Mogu-Mogu, Erdbeergeschmack, 320 ml";"56";"66,96";"";" ";"MOGU-MOGU";""
"";"null";"null";"74";"66,91";"";" ";"null";"null"
"35083";"8992933213119";"NUTRIJELL, Jellypulver mit Litschi-Geschmack, 15 g";"67";"66,85";"";" ";"Nutrijell";""
"";"null";"null";"27";"66,75";"";" ";"null";"null"
"";"null";"null";"19";"66,50";"";" ";"null";"null"
"";"null";"null";"58";"66,47";"";" ";"null";"null"
"";"null";"null";"23";"66,08";"";" ";"null";"null"
"81021";"8995102800448";"SAFE CARE, Minyak Angin, 10 ml";"22";"66,00";"";" ";"SAFE CARE";""
"";"null";"null";"40";"65,85";"";" ";"null";"null"
"";"null";"null";"33";"65,67";"";" ";"null";"null"
"";"null";"null";"28";"65,50";"";" ";"null";"null"
"";"null";"null";"66";"65,34";"";" ";"null";"null"
"";"null";"null";"29";"64,57";"";" ";"null";"null"
"";"null";"null";"24";"64,56";"";" ";"null";"null"
"";"null";"null";"17";"64,43";"";" ";"null";"null"
"";"null";"null";"54";"64,26";"";" ";"null";"null"
"";"null";"null";"8";"64,00";"";" ";"null";"null"
"";"null";"null";"32";"63,68";"";" ";"null";"null"
"";"null";"null";"121";"63,25";"";" ";"null";"null"
"";"null";"null";"55";"63,02";"";" ";"null";"null"
"";"null";"null";"7";"63,00";"";" ";"null";"null"
"";"null";"null";"14";"62,88";"";" ";"null";"null"
"";"null";"null";"30";"62,83";"";" ";"null";"null"
"";"null";"null";"25";"62,50";"";" ";"null";"null"
"";"null";"null";"42";"62,40";"";" ";"null";"null"
"";"null";"null";"33";"62,37";"";" ";"null";"null"
"";"null";"null";"63";"62,37";"";" ";"null";"null"
"";"null";"null";"26";"62,25";"";" ";"null";"null"
"";"null";"null";"54";"62,10";"";" ";"null";"null"
"";"null";"null";"39";"62,01";"";" ";"null";"null"
"32090";"816387000058";"ECUADOR TROPICAL GOURMET, Plantain Chips lighty salted 85g";"63";"61,99";"";" ";"ECUADOR TROPICAL GOURMET";""
"";"null";"null";"36";"61,93";"";" ";"null";"null"
"24003";"8850620888012";"SQUID BRAND, Fisch Sauce, 300ml";"31";"61,68";"";" ";"SQUID BRAND";""
"";"null";"null";"38";"61,63";"";" ";"null";"null"
"23032";"8850206011124";"HEALTHY BOY BRAND, Helle Sojasauce, 300 ml";"31";"61,59";"";" ";"HEALTHY BOY BRAND";""
"";"null";"null";"7";"61,58";"";" ";"null";"null"
"";"null";"null";"5";"61,42";"";" ";"null";"null"
"14020";"";"KOBE, Gewürzmischung Special, 75g";"41";"61,40";"";" ";"KOBE";""
"37010";"6253001500657";"MEDJOOL, Datteln 900g";"5";"61,40";"";" ";"";""
"";"null";"null";"59";"61,15";"";" ";"null";"null"
"";"null";"null";"31";"61,10";"";" ";"null";"null"
"11012";"8850100206022";"WAI WAI, Reisnudeln, 200 g";"40";"61,09";"";" ";"WAI WAI";""
"35023";"8992786100062";"PONDAN, Bika Ambon-Kuchenteig, 412 g";"20";"61,00";"";" ";"PONDAN";""
"";"null";"null";"17";"60,97";"";" ";"null";"null"
"17019";"8992735210149";"BAMBOE, Semur Würzpaste, 69 g";"66";"60,24";"";" ";"BAMBOE ";""
"";"null";"null";"10";"60,00";"";" ";"null";"null"
"14011";"8992786200359";"Unifood, Pondan Kentucky Hot Spicy, 200 g";"31";"59,97";"";" ";"PONDAN";""
"";"null";"null";"30";"59,70";"";" ";"null";"null"
"70009";"8927122886973";"JAWA, Ausstechformen für Chiffon Backform, 26 cm";"10";"59,70";"";" ";"JAWA";""
"31021";"718117317507";"INTRA, Palmzucker 270g";"30";"59,70";"";" ";"INTRA";""
"";"null";"null";"18";"59,65";"";" ";"null";"null"
"";"null";"null";"15";"59,60";"";" ";"null";"null"
"56050";"8801069402468";"CHUPA CHUPS, Orange Geschmack, 345 ml";"40";"59,60";"";" ";"CHUPA CHUPS";""
"";"null";"null";"7";"59,50";"";" ";"null";"null"
"21096";"8993440130005";"CAP IBU, Chiligrün Paste, 220 g";"17";"59,50";"";" ";"CAP IBU";""
"28094";"8927234887646";"NESIA, Emping Scharf, 150 g";"17";"59,50";"";" ";"NESIA";""
