"Artikel-Nr.";"Ean";"Name";"Verkaufte Menge";"Umsatz Brutto";"Tags";"Lieferant";"Hersteller";"Herstellernummer"
"";"null";"null";"5";"11,68";"";" ";"null";"null"
"";"null";"null";"3";"11,67";"";" ";"null";"null"
"";"null";"null";"46";"11,63";"";" ";"null";"null"
"";"null";"null";"4";"11,56";"";" ";"null";"null"
"";"null";"null";"4";"11,56";"";" ";"null";"null"
"";"null";"null";"4";"11,56";"";" ";"null";"null"
"";"null";"null";"4";"11,56";"";" ";"null";"null"
"";"null";"null";"4";"11,56";"";" ";"null";"null"
"";"null";"null";"10";"11,50";"";" ";"null";"null"
"14384";"8991001301024";"CERES , Schokostreusel Festival, 90 g";"4";"11,50";"";" ";"CERES";""
"";"null";"null";"1";"11,47";"";" ";"null";"null"
"";"null";"null";"1";"11,47";"";" ";"null";"null"
"";"null";"null";"1";"11,47";"";" ";"null";"null"
"";"null";"null";"5";"11,45";"";" ";"null";"null"
"";"null";"null";"4";"11,36";"";" ";"null";"null"
"";"null";"null";"6";"11,34";"";" ";"null";"null"
"";"null";"null";"2";"11,30";"";" ";"null";"null"
"";"null";"null";"2";"11,30";"";" ";"null";"null"
"";"null";"null";"6";"11,21";"";" ";"null";"null"
"";"null";"null";"4";"11,16";"";" ";"null";"null"
"";"null";"null";"3";"11,07";"";" ";"null";"null"
"";"null";"null";"3";"11,07";"";" ";"null";"null"
"";"null";"null";"11";"11,03";"";" ";"null";"null"
"";"null";"null";"4";"11,00";"";" ";"null";"null"
"";"null";"null";"6";"11,00";"";" ";"null";"null"
"";"null";"null";"4";"11,00";"";" ";"null";"null"
"42020";"42017";"Warung Bakso, Bakso Urat Jumbo, 470g";"1";"11,00";"";" ";"Warung Bakso";""
"";"null";"null";"3";"10,77";"";" ";"null";"null"
"54001";"4809012888004";"PHILIPPINE, Mango Puree, 500g";"4";"10,76";"";" ";"PHILIPPINE";""
"";"null";"null";"4";"10,76";"";" ";"null";"null"
"";"null";"null";"4";"10,76";"";" ";"null";"null"
"";"null";"null";"4";"10,76";"";" ";"null";"null"
"";"null";"null";"64";"10,75";"";" ";"null";"null"
"";"null";"null";"6";"10,74";"";" ";"null";"null"
"";"null";"null";"9";"10,71";"";" ";"null";"null"
"";"null";"null";"9";"10,71";"";" ";"null";"null"
"";"null";"null";"9";"10,71";"";" ";"null";"null"
"";"null";"null";"3";"10,70";"";" ";"null";"null"
"";"null";"null";"7";"10,50";"";" ";"null";"null"
"";"null";"null";"3";"10,50";"";" ";"null";"null"
"";"null";"null";"5";"10,50";"";" ";"null";"null"
"14921";"6253001500688";"Sunny Dates Medjool, 450 gr";"1";"10,50";"kurma";" ";"";""
"";"null";"null";"7";"10,50";"";" ";"null";"null"
"";"null";"null";"6";"10,50";"";" ";"null";"null"
"";"null";"null";"3";"10,50";"";" ";"null";"null"
"";"null";"null";"3";"10,50";"";" ";"null";"null"
"";"null";"null";"3";"10,50";"";" ";"null";"null"
"";"null";"null";"3";"10,50";"";" ";"null";"null"
"";"null";"null";"6";"10,50";"";" ";"null";"null"
"";"null";"null";"3";"10,47";"";" ";"null";"null"
"";"null";"null";"7";"10,45";"";" ";"null";"null"
"";"null";"null";"4";"10,36";"";" ";"null";"null"
"";"null";"null";"4";"10,36";"";" ";"null";"null"
"";"null";"null";"8";"10,32";"";" ";"null";"null"
"54009";"8927122996511";"Jamu (indonesische traditionelle Medizin), 100 g";"4";"10,23";"";" ";"BINTANG TIMBANGAN";""
"";"null";"null";"8";"10,22";"";" ";"null";"null"
"";"null";"null";"55";"10,20";"";" ";"null";"null"
"";"null";"null";"6";"10,14";"";" ";"null";"null"
"51019";"8994171101289";"LUWAK, White Coffee, 20g";"21";"10,10";"";" ";"LUWAK";""
"";"null";"null";"8";"10,02";"";" ";"null";"null"
"17131";"8999999559489";"BANGO, Manado gelber Reis Würzpaste 35g";"8";"10,00";"";" ";"";""
"";"null";"null";"5";"10,00";"";" ";"null";"null"
"";"null";"null";"4";"10,00";"";" ";"null";"null"
"";"null";"null";"1";"10,00";"";" ";"null";"null"
"";"null";"null";"4";"10,00";"";" ";"null";"null"
"";"null";"null";"4";"10,00";"";" ";"null";"null"
"";"null";"null";"4";"10,00";"";" ";"null";"null"
"";"null";"null";"10";"10,00";"";" ";"null";"null"
"";"null";"null";"4";"10,00";"";" ";"null";"null"
"";"null";"null";"2";"10,00";"";" ";"null";"null"
"";"null";"null";"4";"10,00";"";" ";"null";"null"
"";"null";"null";"2";"10,00";"";" ";"null";"null"
"";"null";"null";"4";"10,00";"";" ";"null";"null"
"";"null";"null";"4";"10,00";"";" ";"null";"null"
"";"null";"null";"1";"10,00";"";" ";"null";"null"
"";"null";"null";"4";"10,00";"";" ";"null";"null"
"";"null";"null";"20";"9,99";"";" ";"null";"null"
"";"null";"null";"2";"9,98";"";" ";"null";"null"
"";"null";"null";"2";"9,98";"";" ";"null";"null"
"";"null";"null";"4";"9,96";"";" ";"null";"null"
"";"null";"null";"4";"9,96";"";" ";"null";"null"
"";"null";"null";"5";"9,95";"";" ";"null";"null"
"";"null";"null";"5";"9,95";"";" ";"null";"null"
"";"null";"null";"5";"9,95";"";" ";"null";"null"
"";"null";"null";"5";"9,95";"";" ";"null";"null"
"";"null";"null";"10";"9,90";"";" ";"null";"null"
"";"null";"null";"10";"9,90";"";" ";"null";"null"
"";"null";"null";"10";"9,90";"";" ";"null";"null"
"70013";"4897005511237";"H & S, Sate Stäbchen 18cm, 100pcs, 145g";"5";"9,85";"";" ";"H&S";""
"";"null";"null";"4";"9,80";"";" ";"null";"null"
"";"null";"null";"3";"9,80";"";" ";"null";"null"
"22001";"8714573014044";"ASLI, Satesauce Scharf, 200g";"5";"9,79";"";" ";"ASLI";""
"";"null";"null";"25";"9,75";"";" ";"null";"null"
"";"null";"null";"1";"9,69";"";" ";"null";"null"
"";"null";"null";"1";"9,69";"";" ";"null";"null"
"";"null";"null";"3";"9,57";"";" ";"null";"null"
"";"null";"null";"3";"9,57";"";" ";"null";"null"
"";"null";"null";"4";"9,56";"";" ";"null";"null"
"56059";"4260667060069";"4BRO, Eis Tee Lemon Geschmack, 500 ml";"8";"9,52";"";" ";"";""
"";"null";"null";"8";"9,52";"";" ";"null";"null"
"";"null";"null";"5";"9,50";"";" ";"null";"null"
"11025";"8850521114128";"BAHN PHO THU ONG HANG, Reisnudeln 10mm, 400 g";"5";"9,50";"";" ";"Oriental food CO.,LTD.";""
"";"null";"null";"5";"9,45";"";" ";"null";"null"
"";"null";"null";"11";"9,35";"";" ";"null";"null"
"";"null";"null";"6";"9,29";"";" ";"null";"null"
"";"null";"null";"8";"9,20";"";" ";"null";"null"
"14034";"8995102702070";"MAMASUKA, Tepung Tempe Goreng, 70gr";"8";"9,20";"";" ";"";""
"";"null";"null";"6";"9,14";"";" ";"null";"null"
"10060";"8720301100491";"ROYAL TIGER, Rot Reis,1 kg";"2";"9,09";"";" ";"ROYAL TIGER";""
"";"null";"null";"7";"9,03";"";" ";"null";"null"
"";"null";"null";"2";"9,00";"";" ";"null";"null"
"54026";"749921006158";"NUTRISARI, Sweet Guava 10 x 14 gr";"3";"9,00";"";" ";"";""
"21069";"8995899250211";"KOBE, BonCabe Original, Hot Chili, 22,5 g lv 10";"9";"9,00";"";" ";"";""
"";"null";"null";"6";"9,00";"";" ";"null";"null"
"";"null";"null";"6";"9,00";"";" ";"null";"null"
"";"null";"null";"6";"9,00";"";" ";"null";"null"
"";"null";"null";"6";"9,00";"";" ";"null";"null"
"70011";"8927123007049";"N/A, Cendol Sieb, 26cm";"3";"9,00";"";" ";"N/A";""
"";"null";"null";"6";"9,00";"";" ";"null";"null"
"";"null";"null";"3";"9,00";"";" ";"null";"null"
"70025";"850163";"Serabi-Kuchenform";"1";"9,00";"";" ";"Mutiara SK";""
"";"null";"null";"3";"9,00";"";" ";"null";"null"
"";"null";"null";"2";"9,00";"";" ";"null";"null"
"";"null";"null";"6";"9,00";"";" ";"null";"null"
"";"null";"null";"2";"9,00";"";" ";"null";"null"
"";"null";"null";"9";"9,00";"";" ";"null";"null"
"";"null";"null";"2";"9,00";"";" ";"null";"null"
"";"null";"null";"3";"8,97";"";" ";"null";"null"
"";"null";"null";"3";"8,97";"";" ";"null";"null"
"";"null";"null";"9";"8,91";"";" ";"null";"null"
"";"null";"null";"9";"8,91";"";" ";"null";"null"
"";"null";"null";"9";"8,91";"";" ";"null";"null"
"";"null";"null";"9";"8,91";"";" ";"null";"null"
"";"null";"null";"9";"8,91";"";" ";"null";"null"
"";"null";"null";"10";"8,90";"";" ";"null";"null"
"32174";"40144580";"Knoppers Nussriegel Dark, 40g";"13";"8,90";"";" ";"";""
"";"null";"null";"5";"8,89";"";" ";"null";"null"
"17112";"044738102391";"MAE PLOY, Thai Sour Currypaste, 400g";"3";"8,85";"";" ";"";""
"32176";"8852116805572";"SELECO, Snack Seetang ger. Fisch, 27,2 g";"4";"8,76";"";" ";"";""
"";"null";"null";"4";"8,76";"";" ";"null";"null"
"";"null";"null";"3";"8,67";"";" ";"null";"null"
"";"null";"null";"3";"8,67";"";" ";"null";"null"
"";"null";"null";"3";"8,67";"";" ";"null";"null"
"56060";"4260667060106";"4BRO, Eis Tee Kaugummi Geschmack, 500 ml";"7";"8,64";"";" ";"";""
"";"null";"null";"22";"8,58";"";" ";"null";"null"
"";"null";"null";"22";"8,58";"";" ";"null";"null"
"14854";"";"SOSRO, Teh Botol Jasmine Tea mit weniger Zucker, 250ml";"10";"8,50";"";" ";"SOSRO";""
"14421";"";"LUCULLUS, Kentjur Geschneidt, 100 g";"4";"8,50";"";" ";"LUCULLUS";""
"";"null";"null";"8";"8,50";"";" ";"null";"null"
"";"null";"null";"3";"8,49";"";" ";"null";"null"
"20018";"044738018340";"CHAOKOH, Santan Dalam Kaleng, 400 ml";"5";"8,45";"";" ";"CHAOKOH";""
"";"null";"null";"3";"8,37";"";" ";"null";"null"
"56055";"4260667061158";"4BRO, Eis Tee Lila Traum Geschmack, 500 ml";"7";"8,33";"";" ";"";""
"";"null";"null";"9";"8,29";"";" ";"null";"null"
"";"null";"null";"4";"8,16";"";" ";"null";"null"
"";"null";"null";"4";"8,09";"";" ";"null";"null"
"";"null";"null";"7";"8,05";"";" ";"null";"null"
"39037";"8927234887639";"NESIA, Bidji Melindjo, 200g";"2";"8,00";"";" ";"NESIA";""
"";"null";"null";"16";"8,00";"";" ";"null";"null"
"";"null";"null";"3";"8,00";"";" ";"null";"null"
"";"null";"null";"2";"8,00";"";" ";"null";"null"
"";"null";"null";"2";"7,98";"";" ";"null";"null"
"";"null";"null";"2";"7,98";"";" ";"null";"null"
"";"null";"null";"2";"7,98";"";" ";"null";"null"
"21100";"8853662056012";"Flying Goose Brand, Sriracha Chillisauce, 455ml";"2";"7,98";"";" ";"";""
"";"null";"null";"2";"7,98";"";" ";"null";"null"
"";"null";"null";"2";"7,98";"";" ";"null";"null"
"";"null";"null";"4";"7,96";"";" ";"null";"null"
"";"null";"null";"4";"7,96";"";" ";"null";"null"
"";"null";"null";"4";"7,96";"";" ";"null";"null"
"";"null";"null";"4";"7,96";"";" ";"null";"null"
"50001";"50001";"GIJU, Jasmine Tee, 80g";"4";"7,96";"";" ";"GIJU";""
"";"null";"null";"4";"7,96";"";" ";"null";"null"
"";"null";"null";"5";"7,95";"";" ";"null";"null"
"";"null";"null";"8";"7,92";"";" ";"null";"null"
"";"null";"null";"20";"7,80";"";" ";"null";"null"
"";"null";"null";"20";"7,80";"";" ";"null";"null"
"";"null";"null";"2";"7,78";"";" ";"null";"null"
"";"null";"null";"2";"7,78";"";" ";"null";"null"
"";"null";"null";"2";"7,78";"";" ";"null";"null"
"";"null";"null";"2";"7,78";"";" ";"null";"null"
"";"null";"null";"3";"7,77";"";" ";"null";"null"
"";"null";"null";"4";"7,76";"";" ";"null";"null"
"";"null";"null";"38";"7,60";"";" ";"null";"null"
"20025";"4792038107009";"RENUKA, Kokosmilch 17% Fett, 400ml";"4";"7,56";"";" ";"RENUKA";""
"";"null";"null";"4";"7,56";"";" ";"null";"null"
"";"null";"null";"5";"7,50";"";" ";"null";"null"
"";"null";"null";"3";"7,50";"";" ";"null";"null"
"";"null";"null";"5";"7,50";"";" ";"null";"null"
"";"null";"null";"3";"7,50";"";" ";"null";"null"
"";"null";"null";"3";"7,50";"";" ";"null";"null"
"";"null";"null";"5";"7,50";"";" ";"null";"null"
"";"null";"null";"5";"7,50";"";" ";"null";"null"
"17135";"8999999540265";"BANGO, Tongseng Würzpaste, 50g";"6";"7,50";"";" ";"";""
"";"null";"null";"3";"7,50";"";" ";"null";"null"
"18003";"8850206160105";"Healthy Boy Brand, Sojapaste, 245g";"3";"7,50";"";" ";"HEALTHY BOY BRAND";""
"27012";"6927028302074";"JHFoods, getrocknete Seetang Yaki Nori (Green), 25 g";"3";"7,50";"";" ";"";""
"";"null";"null";"3";"7,50";"";" ";"null";"null"
"";"null";"null";"5";"7,50";"";" ";"null";"null"
"";"null";"null";"3";"7,50";"";" ";"null";"null"
"";"null";"null";"3";"7,50";"";" ";"null";"null"
"";"null";"null";"3";"7,50";"";" ";"null";"null"
"";"null";"null";"5";"7,50";"";" ";"null";"null"
"";"null";"null";"3";"7,47";"";" ";"null";"null"
"";"null";"null";"19";"7,41";"";" ";"null";"null"
"";"null";"null";"19";"7,41";"";" ";"null";"null"
"";"null";"null";"2";"7,38";"";" ";"null";"null"
"";"null";"null";"3";"7,35";"";" ";"null";"null"
"";"null";"null";"1";"7,27";"";" ";"null";"null"
"17099";"8993440140967";"NESIA, Soto Betawi, 230g";"2";"7,25";"";" ";"";""
"";"null";"null";"23";"7,25";"";" ";"null";"null"
"";"null";"null";"1";"7,20";"";" ";"null";"null"
"51052";"8699120446595";"JUST COFFEE, Ice Coffee Original, 200 ml";"8";"7,20";"";" ";"JUST COFFEE";""
"51053";"8699120446588";"JUST COFFEE, Ice Coffee Mocca, 200 ml";"8";"7,20";"";" ";"JUST COFFEE";""
"";"null";"null";"6";"7,20";"";" ";"null";"null"
"";"null";"null";"6";"7,20";"";" ";"null";"null"
"";"null";"null";"6";"7,20";"";" ";"null";"null"
"";"null";"null";"6";"7,20";"";" ";"null";"null"
"";"null";"null";"4";"7,16";"";" ";"null";"null"
"";"null";"null";"5";"7,15";"";" ";"null";"null"
"";"null";"null";"5";"7,05";"";" ";"null";"null"
"";"null";"null";"2";"7,00";"";" ";"null";"null"
"";"null";"null";"2";"7,00";"";" ";"null";"null"
"";"null";"null";"2";"7,00";"";" ";"null";"null"
"";"null";"null";"7";"7,00";"";" ";"null";"null"
"";"null";"null";"2";"7,00";"";" ";"null";"null"
"";"null";"null";"2";"7,00";"";" ";"null";"null"
"";"null";"null";"2";"7,00";"";" ";"null";"null"
"";"null";"null";"2";"7,00";"";" ";"null";"null"
"50003";"8992797260106";"KEPALA DJENGGOT, Grüntee im Beutel, 25x2g";"2";"7,00";"";" ";"KEPALA DJENGGOT";""
"";"null";"null";"2";"7,00";"";" ";"null";"null"
"";"null";"null";"2";"7,00";"";" ";"null";"null"
"";"null";"null";"2";"7,00";"";" ";"null";"null"
"";"null";"null";"2";"7,00";"";" ";"null";"null"
"";"null";"null";"2";"7,00";"";" ";"null";"null"
"14030";"8992770054012";"SAJIKU, Nasi Goreng Ayam, 20 g";"7";"7,00";"";" ";"SAJIKU";""
"";"null";"null";"2";"7,00";"";" ";"null";"null"
"";"null";"null";"2";"7,00";"";" ";"null";"null"
"";"null";"null";"2";"7,00";"";" ";"null";"null"
"";"null";"null";"2";"6,98";"";" ";"null";"null"
"";"null";"null";"5";"6,95";"";" ";"null";"null"
"";"null";"null";"7";"6,93";"";" ";"null";"null"
"";"null";"null";"6";"6,90";"";" ";"null";"null"
"";"null";"null";"6";"6,90";"";" ";"null";"null"
"";"null";"null";"1";"6,88";"";" ";"null";"null"
"";"null";"null";"3";"6,83";"";" ";"null";"null"
"14033";"8995102702629";"MAMASUKA, Tepung Pisang Goreng, 210g";"4";"6,80";"";" ";"";""
"";"null";"null";"4";"6,76";"";" ";"null";"null"
"";"null";"null";"4";"6,76";"";" ";"null";"null"
"";"null";"null";"4";"6,59";"";" ";"null";"null"
"";"null";"null";"3";"6,59";"";" ";"null";"null"
"";"null";"null";"3";"6,59";"";" ";"null";"null"
"";"null";"null";"2";"6,58";"";" ";"null";"null"
"32175";"8852116805558";"SELECO, Snack Seetang ger. Rice, 27,2 g";"3";"6,57";"";" ";"";""
"";"null";"null";"6";"6,54";"";" ";"null";"null"
"27004";"4901002075484";"S&B, Wasabi, 43 g";"3";"6,52";"";" ";"S&B";""
"";"null";"null";"1";"6,50";"";" ";"null";"null"
"";"null";"null";"4";"6,40";"";" ";"null";"null"
"";"null";"null";"2";"6,38";"";" ";"null";"null"
"";"null";"null";"2";"6,38";"";" ";"null";"null"
"";"null";"null";"2";"6,38";"";" ";"null";"null"
"";"null";"null";"4";"6,36";"";" ";"null";"null"
"19038";"";"Narcissus, Litchie in Sirup, 567 g";"3";"6,35";"";" ";"";""
"";"null";"null";"1";"6,03";"";" ";"null";"null"
"";"null";"null";"9";"6,01";"";" ";"null";"null"
"";"null";"null";"4";"6,00";"";" ";"null";"null"
"39042";"5020580004149";"Humza, Frozen Vegetable Samosas, 325g";"2";"6,00";"";" ";"HUMZA";""
"";"null";"null";"2";"6,00";"";" ";"null";"null"
"";"null";"null";"2";"6,00";"";" ";"null";"null"
"";"null";"null";"4";"6,00";"";" ";"null";"null"
"";"null";"null";"3";"6,00";"";" ";"null";"null"
"";"null";"null";"3";"6,00";"";" ";"null";"null"
"";"null";"null";"4";"6,00";"";" ";"null";"null"
"";"null";"null";"1";"6,00";"";" ";"null";"null"
"";"null";"null";"4";"6,00";"";" ";"null";"null"
"21104";"8995899216484";"KOBE, BonCabe Nori lvl 3, 35g";"2";"6,00";"";" ";"";""
"";"null";"null";"4";"6,00";"";" ";"null";"null"
"";"null";"null";"2";"5,98";"";" ";"null";"null"
"";"null";"null";"2";"5,98";"";" ";"null";"null"
"";"null";"null";"2";"5,98";"";" ";"null";"null"
"";"null";"null";"3";"5,97";"";" ";"null";"null"
"";"null";"null";"3";"5,97";"";" ";"null";"null"
"";"null";"null";"3";"5,97";"";" ";"null";"null"
"";"null";"null";"3";"5,97";"";" ";"null";"null"
"";"null";"null";"3";"5,97";"";" ";"null";"null"
"";"null";"null";"3";"5,97";"";" ";"null";"null"
"";"null";"null";"3";"5,97";"";" ";"null";"null"
"";"null";"null";"1";"5,95";"";" ";"null";"null"
"51045";"8997234000130";"IDN.CO, Indonesischer Premium Kaffee MANDHELING, 100g";"1";"5,95";"";" ";"IDN.CO";""
"51044";"8997234000123";"IDN.CO, Indonesischer Premium Kaffee GAYO, 100g";"1";"5,95";"";" ";"IDN.CO";""
"56058";"4260667060083";"4BRO, Eis Tee Mango-Maracuja Geschmack, 500 ml";"5";"5,95";"";" ";"";""
"56054";"4260667060045";"4BRO, Eis Tee Pfirsisch Geschmack, 500 ml";"5";"5,95";"";" ";"";""
"";"null";"null";"5";"5,95";"";" ";"null";"null"
"14822";"";"TICTAC, Pilus Mix, 90g";"6";"5,94";"";" ";"DUA KELINCI";""
"";"null";"null";"12";"5,88";"";" ";"null";"null"
"";"null";"null";"4";"5,88";"";" ";"null";"null"
"17116";"044738102360";"MAE PLOY, Thai Currypaste Panang 400g";"2";"5,84";"";" ";"MAE PLOY";""
"";"null";"null";"2";"5,80";"";" ";"null";"null"
"";"null";"null";"2";"5,78";"";" ";"null";"null"
"";"null";"null";"2";"5,78";"";" ";"null";"null"
"";"null";"null";"2";"5,78";"";" ";"null";"null"
"";"null";"null";"2";"5,78";"";" ";"null";"null"
"";"null";"null";"3";"5,77";"";" ";"null";"null"
"";"null";"null";"5";"5,75";"";" ";"null";"null"
"";"null";"null";"5";"5,75";"";" ";"null";"null"
"";"null";"null";"5";"5,75";"";" ";"null";"null"
"";"null";"null";"5";"5,75";"";" ";"null";"null"
"";"null";"null";"3";"5,70";"";" ";"null";"null"
"";"null";"null";"3";"5,70";"";" ";"null";"null"
"";"null";"null";"3";"5,67";"";" ";"null";"null"
"";"null";"null";"3";"5,67";"";" ";"null";"null"
"";"null";"null";"28";"5,60";"";" ";"null";"null"
"";"null";"null";"4";"5,60";"";" ";"null";"null"
"";"null";"null";"5";"5,50";"";" ";"null";"null"
"";"null";"null";"1";"5,50";"";" ";"null";"null"
"";"null";"null";"2";"5,50";"";" ";"null";"null"
"";"null";"null";"2";"5,38";"";" ";"null";"null"
"";"null";"null";"2";"5,38";"";" ";"null";"null"
"20033";"8720301103164";"Golden Turtle, Kokosmilch, 330ml";"3";"5,37";"";" ";"";""
"";"null";"null";"1";"5,36";"";" ";"null";"null"
"";"null";"null";"6";"5,34";"";" ";"null";"null"
"";"null";"null";"6";"5,34";"";" ";"null";"null"
"";"null";"null";"3";"5,25";"";" ";"null";"null"
"";"null";"null";"3";"5,25";"";" ";"null";"null"
"";"null";"null";"2";"5,20";"";" ";"null";"null"
"";"null";"null";"2";"5,18";"";" ";"null";"null"
"";"null";"null";"2";"5,18";"";" ";"null";"null"
"16046";"8852646014352";"THAI DANCER, Tamarind paste 435g";"2";"5,18";"";" ";"";""
"";"null";"null";"2";"5,18";"";" ";"null";"null"
"";"null";"null";"2";"5,00";"";" ";"null";"null"
"";"null";"null";"2";"5,00";"";" ";"null";"null"
"";"null";"null";"2";"5,00";"";" ";"null";"null"
"";"null";"null";"5";"5,00";"";" ";"null";"null"
"";"null";"null";"2";"5,00";"";" ";"null";"null"
"";"null";"null";"2";"5,00";"";" ";"null";"null"
"";"null";"null";"1";"5,00";"";" ";"null";"null"
"";"null";"null";"1";"5,00";"";" ";"null";"null"
"";"null";"null";"10";"5,00";"";" ";"null";"null"
"";"null";"null";"2";"5,00";"";" ";"null";"null"
"";"null";"null";"1";"5,00";"";" ";"null";"null"
"";"null";"null";"1";"4,99";"";" ";"null";"null"
"";"null";"null";"1";"4,99";"";" ";"null";"null"
"";"null";"null";"1";"4,99";"";" ";"null";"null"
"";"null";"null";"1";"4,99";"";" ";"null";"null"
"";"null";"null";"2";"4,98";"";" ";"null";"null"
"";"null";"null";"2";"4,98";"";" ";"null";"null"
"";"null";"null";"5";"4,95";"";" ";"null";"null"
"";"null";"null";"10";"4,90";"";" ";"null";"null"
"17132";"8999999540289";"BANGO, Jakarta Rindersuppe (Soto Betawi) Würzpaste 45g";"4";"4,90";"";" ";"";""
"";"null";"null";"3";"4,87";"";" ";"null";"null"
"";"null";"null";"3";"4,84";"";" ";"null";"null"
"";"null";"null";"3";"4,80";"";" ";"null";"null"
"";"null";"null";"4";"4,80";"";" ";"null";"null"
"";"null";"null";"4";"4,80";"";" ";"null";"null"
"56056";"4260667060489";"4BRO, Eis Tee Honigmelone Geschmack, 500 ml";"4";"4,76";"";" ";"";""
"";"null";"null";"4";"4,76";"";" ";"null";"null"
"56057";"4260667061110";"4BRO, Eis Tee Roter Absturz Geschmack, 500 ml";"4";"4,76";"";" ";"";""
"";"null";"null";"4";"4,60";"";" ";"null";"null"
"";"null";"null";"4";"4,60";"";" ";"null";"null"
"";"null";"null";"4";"4,60";"";" ";"null";"null"
"";"null";"null";"4";"4,60";"";" ";"null";"null"
"";"null";"null";"2";"4,60";"";" ";"null";"null"
"";"null";"null";"4";"4,60";"";" ";"null";"null"
"";"null";"null";"4";"4,60";"";" ";"null";"null"
"";"null";"null";"3";"4,50";"";" ";"null";"null"
"";"null";"null";"1";"4,50";"";" ";"null";"null"
"";"null";"null";"1";"4,50";"";" ";"null";"null"
"";"null";"null";"1";"4,50";"";" ";"null";"null"
"";"null";"null";"3";"4,50";"";" ";"null";"null"
"";"null";"null";"1";"4,50";"";" ";"null";"null"
"";"null";"null";"1";"4,50";"";" ";"null";"null"
"";"null";"null";"2";"4,50";"";" ";"null";"null"
"";"null";"null";"3";"4,50";"";" ";"null";"null"
"";"null";"null";"3";"4,50";"";" ";"null";"null"
"";"null";"null";"1";"4,50";"";" ";"null";"null"
"";"null";"null";"1";"4,50";"";" ";"null";"null"
"";"null";"null";"3";"4,47";"";" ";"null";"null"
"";"null";"null";"4";"4,40";"";" ";"null";"null"
"";"null";"null";"11";"4,29";"";" ";"null";"null"
"";"null";"null";"5";"4,25";"";" ";"null";"null"
"";"null";"null";"1";"4,05";"";" ";"null";"null"
"";"null";"null";"1";"4,00";"";" ";"null";"null"
"";"null";"null";"2";"4,00";"";" ";"null";"null"
"";"null";"null";"1";"4,00";"";" ";"null";"null"
"";"null";"null";"4";"4,00";"";" ";"null";"null"
"70003";"4029801199078";"H & S, Löffel aus Holz, 23cm";"2";"4,00";"";" ";"H&S";""
"";"null";"null";"2";"4,00";"";" ";"null";"null"
"";"null";"null";"1";"4,00";"";" ";"null";"null"
"";"null";"null";"4";"4,00";"";" ";"null";"null"
"";"null";"null";"1";"3,99";"";" ";"null";"null"
"";"null";"null";"1";"3,99";"";" ";"null";"null"
"";"null";"null";"1";"3,99";"";" ";"null";"null"
"";"null";"null";"1";"3,99";"";" ";"null";"null"
"";"null";"null";"1";"3,99";"";" ";"null";"null"
"39044";"8717703642049";"H&S, Vegetable Spring Rolls, 60x15g";"1";"3,99";"";" ";"H&S";""
"";"null";"null";"1";"3,99";"";" ";"null";"null"
"";"null";"null";"1";"3,99";"";" ";"null";"null"
"";"null";"null";"1";"3,99";"";" ";"null";"null"
"";"null";"null";"1";"3,99";"";" ";"null";"null"
"";"null";"null";"1";"3,99";"";" ";"null";"null"
"";"null";"null";"1";"3,99";"";" ";"null";"null"
"";"null";"null";"2";"3,98";"";" ";"null";"null"
"";"null";"null";"2";"3,98";"";" ";"null";"null"
"";"null";"null";"2";"3,98";"";" ";"null";"null"
"";"null";"null";"2";"3,98";"";" ";"null";"null"
"";"null";"null";"2";"3,98";"";" ";"null";"null"
"";"null";"null";"2";"3,98";"";" ";"null";"null"
"";"null";"null";"2";"3,98";"";" ";"null";"null"
"";"null";"null";"2";"3,98";"";" ";"null";"null"
"";"null";"null";"2";"3,98";"";" ";"null";"null"
"";"null";"null";"2";"3,98";"";" ";"null";"null"
"";"null";"null";"2";"3,98";"";" ";"null";"null"
"";"null";"null";"2";"3,98";"";" ";"null";"null"
"";"null";"null";"2";"3,98";"";" ";"null";"null"
"";"null";"null";"2";"3,98";"";" ";"null";"null"
"10231";"4897005511237";"Bamboo";"2";"3,98";"";" ";"";""
"39049";"8851035826002";"BDMP, Gefrorene Zitronengras, 100 g";"2";"3,98";"";" ";"BDMP";""
"";"null";"null";"2";"3,98";"";" ";"null";"null"
"";"null";"null";"2";"3,98";"";" ";"null";"null"
"";"null";"null";"2";"3,98";"";" ";"null";"null"
"";"null";"null";"10";"3,90";"";" ";"null";"null"
"";"null";"null";"1";"3,89";"";" ";"null";"null"
"";"null";"null";"1";"3,89";"";" ";"null";"null"
"";"null";"null";"19";"3,88";"";" ";"null";"null"
"";"null";"null";"2";"3,80";"";" ";"null";"null"
"";"null";"null";"2";"3,80";"";" ";"null";"null"
"";"null";"null";"2";"3,80";"";" ";"null";"null"
"";"null";"null";"2";"3,80";"";" ";"null";"null"
"";"null";"null";"1";"3,79";"";" ";"null";"null"
"21101";"8999999530990";"JAWARA, Saus Cabe Extra Hot 120ml";"2";"3,78";"";" ";"";""
"";"null";"null";"2";"3,78";"";" ";"null";"null"
"";"null";"null";"2";"3,78";"";" ";"null";"null"
"";"null";"null";"2";"3,78";"";" ";"null";"null"
"17134";"8999999559472";"BANGO, Malang ostjavanische Rindersuppe (Rawon) Würzpaste, 35g";"3";"3,75";"";" ";"";""
"14910";"8993440100107";"CAP IBU, Chilipaste Pemuda Ekstra Scharf 250g";"1";"3,75";"";" ";"CAP IBU";""
"";"null";"null";"1";"3,69";"";" ";"null";"null"
